,sentence,intent
3454,vancouv,Hate
3455,never crime tell truth speak mind,No Hate
3456,disturbing muslim refugee video ever see buzzpo,Hate
3457,way,No Hate
3458,dont know heritage ev,No Hate
3459,official report put number deaths camps report red cross,No Hate
3460,way represented compared,No Hate
3461,hook nos,Hate
3462,agree asian nations relatively stable compared africa america wonder asians even come america,No Hate
3463,chose stay home dad disciplinarian educational purpos,Hate
3464,look pictures puts clear,No Hate
3465,n look degrees much us,No Hate
3466,passed flight walked city oh god thought plane accidentally landed singapor,No Hate
3467,someone looking take things seriously active sometimes hard find,No Hate
3468,bred inferiors creating mongrel,Hate
3469,pakkis common slang nickname arabs general original link pakistani immigr,No Hate
3470,importantly draw mental line head crossed unleash hel,No Hate
3471,hope emailing newspap,No Hate
3472,love,No Hate
3473,thinking getting ccw,No Hate
3474,normal,No Hate
3475,great see new faces come one recent events looking forward seeing everyone consistently coming weekly meets going coming first tim,No Hate
3476,tutorial university guelph physics depart,No Hate
3478,youtube quot cents quot,Hate
3479,governor svalbard,Hate
3480,never really thought guess bicycling primarily white activity kind like sunbathing going swimming playing golf tennis attending social function without brawl taking place smelling like wild animal locker room hard workout speaking proper english,No Hate
3481,used firefox year,No Hate
3482,sysselmannen p svalbard,No Hate
3483,antifa forced retreat dover trophies youtub,No Hate
3484,pictures truly beauti,Hate
3485,people n need feel neither need turn new member prospects fine place little less crying little cal,No Hate
3486,trigonometry pascal triangle collection lesson plans california math stud,No Hate
3487,honor street fight,Hate
3488,perhaps emails make hardened hearts realize errors way,No Hate
3489,appal,Hate
3490,mrs b anti gay messages import,Hate
3491,another video another demonstration month previously saw several antifa protesters hospitalis,No Hate
3492,even gonna try lie money probably whole safe ful,No Hate
3493,olje p lerret x cm,No Hate
3494,went feet floor wound top secured right arm got rolling armbar,No Hate
3495,youtube ukraine ww,No Hate
3496,oil canvas x cm,No Hate
3497,oxymoronicness strong thread titl,Hate
3498,love firefox,No Hate
3499,really truly bad,No Hate
3500,thanks people come meet recently real pleasure meet everyon,No Hate
3501,bernt anker hoffman pack ic,No Hate
3502,also google chrome ie opera,No Hate
3503,walmart day rounds mm,No Hate
3504,vital,No Hate
3505,people strength always honour true hero,No Hate
3506,guys killing culture pretending want sav,No Hate
3507,maps northern pack ice bord,No Hate
3508,two days ago tapped half asian half white mongrel bigg,No Hate
3509,always told boys taught,No Hate
3510,nothing patriotic acting like nagg,No Hate
3511,soul guided ukrainian people fight beast great courag,No Hate
3512,find people wait long react physical encount,No Hate
3513,savage mag,No Hate
3514,working splendid,No Hate
3515,feel though border much much south,No Hate
3516,would like continue encourage new people come message interested coming social gatherings meets always nice see things grow,No Hate
3517,disgraceful treat sick lady lik,No Hate
3518,exact,No Hate
3519,hit first hit hard,No Hate
3520,bernt anker hoffman pakki,No Hate
3521,seamonkey open right computer week ca n get used us,Hate
3522,speak soul rac,No Hate
3523,another version hardcopy photocopy read power position privilege reads power presence privileg,No Hate
3524,great resource practically pro white books librari,No Hate
3525,anyone wonders white students avoid uc berkeley,No Hate
3526,weeks ago heard teacher tell classroom blacks latinos proud culture whites feel ashamed history cultur,Hate
3527,scope,Hate
3528,get government memo,No Hate
3529,think probably run places run hide n attempt make sort stand,No Hate
3530,diversity means anything whit,No Hate
3531,second thought wo n report,No Hate
3532,would n take kids without serious hardcore buddi,No Hate
3533,stunk like refer black sweat,No Hate
3535,hoping things continue grow smaller meets make good turn events year,No Hate
3536,multiple sources spark kit stormproof matches plain matchs magnesium steel,No Hate
3537,volunteer create pro white audio book,No Hate
3538,public school teachers percent white even ca actually buy,Hate
3539,new claims irs targeting tea party groups continuing trey gowdy america newsroom youtub,No Hate
3540,scottish mom side portuguese dad side live north portug,No Hate
3541,another great meet weekend able meet new peopl,Hate
3542,certainly reach getcha wooden stock recoil isnt bad happy shoot,Hate
3543,done dna testing looking family tree see mostly british italian scandinavian thrown good measur,No Hate
3544,went kid great,No Hate
3545,white people report immediately californian university educ,Hate
3546,line,Hate
3547,need give mandatory dna tests kick fr,No Hate
3548,niggas n wait lin,No Hate
3549,would n nic,No Hate
3550,expect homosexual muslim mayor,No Hate
3551,blacks fall good uppercut direct chin two well fit blacks cause weaker chins whit,No Hate
3552,mostly irish pass southern english,No Hate
3553,even black pakistani somehow divers,No Hate
3554,need ask obama administration instructed irs target conserv,No Hate
3555,ca n whites english charter school latin charter school funded taxpayers white culture literature promot,No Hate
3556,ethnic groups allowed ethnocentric charter schools paid taxpay,No Hate
3559,picture christian albanian people n look white look like something caucasus know dad dated christian albanian one point light brown n mean tan literally light brown coal black hair massive nos,No Hate
3561,wonder cbc try spin,No Hate
3562,also pre baked cotton minutes old pill bottle small container hand sanitizer ethyl alcohol gel form,No Hate
3563,went back cpl years ago black vermin everywher,No Hate
3564,looks like asians balls us gutless white peopl,No Hate
3565,stupid whites wo n complain affirmative action persecution fear called racists illogical th,No Hate
3566,extremely genetic markers restricted specific area let alone specific n,Hate
3567,take dna test mountain salt,Hate
3568,interesting northern german features hardly german dna,No Hate
3569,find worse since able blend fool people thinking genuin,No Hate
3570,people racial origin regardless religion,No Hate
3571,hiv aids n killing fast enough,No Hate
3572,knew half berber half sicilian straight blonde hair green eyes nothing negroid,No Hate
3573,kids get candy good bowl,No Hate
3574,many cds saw lisner years ago ute lemper case continues youtube every cd band dead dance wind shakes barley youtube dead dance yulunga youtube well solo ones soundtrack gladiator free lyric flv youtube lisa gerrard sacrifice youtub,Hate
3575,kids poor neighborhoods start showing usually poor black,No Hate
3576,easier explain,Hate
3577,meaning every explanation given haplogroup tends inaccurate mark genetic ancestors mutations chromosom,Hate
3578,say want miles apart www facebook com nationalrif,No Hate
3579,suggesting n appreci,Hate
3580,sure mcgregor nate put good show forking one good fight ppv,No Hate
3581,knife first aid kit emergency blanket pancho lighter flares permanent marker car cell phone charger pocket mirror compass,No Hate
3582,white students test starts passing scor,No Hate
3583,entire non white world breathing neck waiting opportunity kill anything protect self defens,Hate
3584,give left candy last year left candy east,No Hate
3585,essentials would add that,No Hate
3587,mam dad side irish,No Hate
3588,book tell truth shame devil tell truth shame devil english german,No Hate
3589,things keep going way white men going stuck women could n get black mal,No Hate
3590,ha,No Hate
3591,long proves provide irritation book,No Hate
3592,j frame wont deal n screwing without long gun,Hate
3593,say dont want take gun,No Hate
3594,could create disease wipes black would,No Hate
3595,hey ever experience lawsuit negro hispanic jews claiming racist simply make example hundreds negro mexican schools deny white children,No Hate
