,sentence,intent
2103,someone let know drake cold favorite rapper niggah hard,Offensive
2104,south central niggahs really lovin hoes hoes lovin niggah,Offensive
2105,fb profile checker thing fake mf added bitch yesterday top fuck fr,Offensive
2106,one niggah grab aux cord sta playen weak ass mus,Offensive
2107,hoes finna like owieee trey august chris brown baby time lmfaooooooo hoes loy,Offensive
2108,niggahs bitches call momma tell come get emm either shoot shoot whoev,Offensive
2109,niggah kevin ha sit lmaoooooooooooo niggah niggah,Offensive
2110,cuh went time settle ho,Offensive
2111,niggah yanni like hangin niggahs mid sent,Offensive
2112,niggah pharrell whatever niggah name deserve shit white ass gay song,Hate
2113,runnin k fades niggah tyreon leo ko lmfaoo,Offensive
2114,waaaaittt niggah holllll niggahs come town sta wife n old slut,Offensive
2115,wake blessed steaight kush stress thankin god success bitches say best,Offensive
2116,bestf shyanna pen main niggah ronnie jackson iii movie bound pick homi,Offensive
2117,complaining thirst traps fr models dress like ass stfu make hoe wtf,Offensive
2118,hoes get turned reason like owieee got tats bang wifi password,Offensive
2119,like sayin money buy happiness name niggah sitting lambo cri,Offensive
2120,deserve x august alsina im dedicating old side ho,Offensive
2121,gottttta mad madddd niggah sayin name must got madddddd niggah,Offensive
2122,messin broke niggahs gon broke niggah,Offensive
2123,niggahs actin like hoes sal,Offensive
2124,tall tree ass females talkin bout catching feelings bitch need catch touchdown,Offensive
2125,comes pussy fucking friends hostel iii really watching right,Offensive
2126,good jeter hero yankees send via,Neither
2127,cause  aint eem watchin awards yet hoes hatin kim k,Offensive
2128,damn whitey get kick newest form white privileg,Hate
2129,eff let go cripple see wendy davis new attack ad video,Neither
2130,every bitch got fat ass,Offensive
2131,forget salute trash guy bad war cairo ii sympathize w pockistan gays huing morale thanks k,Neither
2132,scandal sex scene airs abc right great pumpkin charlie brown making parents angri,Neither
2133,views gon instagram picture titles brace yaself nig,Offensive
2134,drowned ur pussy swam ur easily eloquent message sent xbox l,Offensive
2135,u turns yellow aceptar este luz rojo lights taking long make bilingu,Neither
2136,con also provide colored stickers place nametags members indicate preferred pronoun,Neither
2137,looks oomf  pretending bitches really work nah,Offensive
2138,via charlie angus sending made china canadian flag pins back conserv,Neither
2139,bows yes bitchmaster bitch,Offensive
2140,backflip thissssssss  niggas switch opinions like faggot,Offensive
2141,gigantic  big faggot  chubbs bout earl,Offensive
2142,nicolas cage unrolls dusty secret scroll says james madison whiny little bitch,Offensive
2143,searches yellow pages app nearest jack box,Neither
2144,sings killed pussy died eyes open,Offensive
2145,teachers call pussy senior skip day,Offensive
2146,bo  bruh lol retired mw everything trash afterward,Neither
2147,bitch breathes could,Offensive
2148,chops  sweet bird call flaps hand,Neither
2149,goes olive garden turns cracker goes black friday shopping turns nigg,Hate
2150,karate  karrenchi still bird ass bitch,Offensive
2151,live lol wrong bitches man,Offensive
2152,loud jamaican horns  u still single  yall find ugliest hoes attract,Offensive
2153,makes wise argument accelerated warholian notion celebrity era vine passing teens mock old wrinkled bal,Offensive
2154,pops pussy singl,Offensive
2155,pregnant crazy bitch wus answer look,Offensive
2156,puts people bitch fac,Offensive
2157,rubs hands like bird man,Neither
2158,scrolling fb hoe says need man cuddle cold bitch nobody wanna touch ass,Offensive
2159,squak squak squak squak bird shut squak alex act defi,Neither
2160,waits fanduel hit jig,Neither
2161,joe budden makes people delete twitter accounts lmfao pussy tho block,Offensive
2162,otakon badge going lovingly refer cripple ribbon,Offensive
2163,gusta typing like retard make person look dumber pretending agree bazinga,Hate
2164,animal crackers want animal crackers shaped like master chiefs trolls gun shit thatd rul,Offensive
2165,gt  ankle socks general faggots bro,Hate
2166,many hoes r,Offensive
2167,help maybe gotta card sorry tranny died motel room wife knows applebees gift card,Neither
2168,requires soundcloud links tumblr bitches might let play pai,Offensive
2169,feel bad women continually flock darkness thugs talk big talk simple minded ho,Offensive
2170,bitches catch feelings damn tim,Offensive
2171,lol nah hoes dealt,Offensive
2172,nobody sell flavored colored fuckin problem fuck going pack,Offensive
2173,tweeting tablet baller bitch,Offensive
2174,aaaaaaaaand begins  fucking niggers kentucky ev,Hate
2175,goin back school hoes class two,Offensive
2176,show called motherfuckers would cry like lil bitch,Offensive
2177,amber rose rock bald head bald pussy motherfuck,Offensive
2178,white rolls eyes  rip nigga trayvon wohless spear chuck,Hate
2179,yes indeed camels ostriches zebras sept,Neither
2180,loves austin webber boon hcota,Neither
2181,se really talk like buck nigg,Offensive
2182,running around town delivering food people takes trash perfect boyfriend,Neither
2183,could play minutes charlie brown wah wah wah adult sound effect instead,Neither
2184,always feel like go season offensive concepts inevitably trash get good,Neither
2185,wow impeachment look using vocab workshop words guess half wrong dumb cunt,Offensive
2186,street birds homeless people twittering amsterdam via,Neither
2187,hey race baiting fbi informant bitch punk ass speaking justic,Offensive
2188,try visiting night real spook,Neither
2189,thank dawn see state bird graces avatar,Neither
2190,u klain real sole job dampen mushrooming bad pr political fallout heading nov elect,Neither
2191,could wearing trash bag still stylish coolest human know,Neither
2192,al qaeda market share dropping faster viacom amp enron jihadi stock market,Neither
2193,love obama unrequited however obama clearly putin bitch,Offensive
2194,putin pushing land china completely revamping armed forces fucking retard stay countri,Offensive
2195,baby momma bitch wife like pac u need thug ya lif,Offensive
2196,good girl woh ho,Offensive
2197,loyal girl gt oo ho,Offensive
2198,day bitch,Offensive
2199,game k finish new book john grisham cold ho,Offensive
2200,thang know bitches come n go keep em bussi,Offensive
2201,time lonely hoes watching run,Offensive
2202,crossed eyed albino control,Neither
2203,vader sith jedi duh vader also whiny bitch yoda motherfucking yoda,Offensive
2204,drunk walk let drive got bitches night pay sta til drugs arr,Offensive
2205,semi evolved monkey desperately searching validation meaning life bbqd ok mango salsa,Neither
2206,slap ho,Neither
2207,pretty close trash ass nigga cannon quote guess body count,Offensive
2208,average need scale ghetto u,Neither
2209,days til christmas bitch,Offensive
2210,mile dead zone radius around philly gotta go ny dc  tri state needs better bitch,Offensive
2211,yea like money order bad asian bitch yea look like kemora,Offensive
2212,mil  cause romo bitch ass dez amp witten,Offensive
2213,w depot pussyfootin xxxmas hoe hoe hoe motherfucker santa claws coming town,Offensive
2214,oz arizona trash,Neither
2215,like blocked bitch sta blocking us,Offensive
2216,shy bitch homosexu,Offensive
2217,eggs sunny side nicca,Neither
2218,twitter ever get pussy dick,Offensive
2219,year old pussy tastes like hop,Offensive
2220,yr scrap might get life prison murderin noe nigga el pollo loco story rd,Offensive
2221,killin ho,Offensive
2222,world series rematch,Neither
2223,x yellow tower gilbe cla,Neither
2224,st game fall finna kill ho,Offensive
2225,wayhustle come get signed bitch self paid,Offensive
2226,games im good,Neither
2227,adult human skulls found trash,Neither
2228,bad bitches glocks choppa,Offensive
2229,beer queer,Hate
2230,faced bitch,Offensive
2231,hoes dyk,Hate
2232,hoes everyth,Offensive
2233,thangs bitch say broke n ha period l,Offensive
2234,year staing street put fag,Offensive
2235,knowing wtf bitch,Offensive
2236,seniors chill fuck years seniors basic ass bitch,Offensive
2237,k tweets hoe like thank suppoive fans tweets com,Offensive
2238,bitch bitch hella chillin also thanks tolerating friend,Offensive
2239,talented drivers  really glad yellows yellow,Neither
2240,rozayidgt mad cuz twan fuck bitch,Offensive
2241,flappy bird suck dick lick bal,Offensive
2242,pac real af temptations thats exactly niggas getting money bitch,Offensive
2243,fine cheapwine com used email address chat line bitches hittin,Offensive
2244,k coaches retarded would put point guard tho,Offensive
2245,millionaires walked tripping bitch paid fight lmao,Offensive
2246,things cant stand dealing bitch hit feetb stank ass breathc skank ass way,Offensive
2247,years today fucking retard fell love stupid wish coldhea,Offensive
2248,bitches fuck wid,Offensive
2249,mins n pick trash meijer u guys understand took shots trip,Neither
2250,bitch hot done took flight,Offensive
2251,touchdown clock michigan ho,Offensive
2252,dont like ho,Offensive
2253,fat hoes ina caddilac u tell jus lost dey luxury car ride virginity happy lmao,Offensive
2254,old hoes ponk dyke outchea girl talk,Hate
2255,stacks heels bitch feet car seat still smellin like keys tell plug lookin increas,Offensive
2256,moke,Neither
2257,mins bitch drop,Offensive
2258,know ya bitch,Offensive
2259,th  beat pussy like snitched serve time state correctional facility year,Offensive
2260,th long bitch,Offensive
2261,bags chips rice krispies seeds gummies pop ta crackers powerades water yuhhh good lol,Neither
2262,white men pick trucks screaming nigger coach got nerve get mad missed free throw,Hate
2263,still awake yay time chug coffee red bull foreseeable future hopefully pass behind wheel,Neither
2264,sos trash,Neither
2265,whizzing crackers cats got amp playing hockey lol,Neither
2266,ugly thot bitch sho,Offensive
2267,sos like come hang us u fugly oh side hoes left thnx,Offensive
2268,thharmony user followed unfollowed prude ass ho,Offensive
2269,hoes fat big boned heheheheh,Offensive
2270,bout match wit dis nicca,Offensive
2271,pounds never fails make cry im bitch rel,Offensive
2272,years later bitch still didnt learn lesson lol remember first major nude leak gener,Offensive
2273,needs hurry chilly bitch,Offensive
2274,girls u went hs look horrible wanna believe bout piss facebook ho,Offensive
2275,mo let kill crackers kill babies new black panthers hijack press,Hate
2276,species birds repoed chesterfield great backyard bird count many area,Neither
2277,species birds repoed chesterfield great backyard bird count many area,Neither
2278,percent yo bitch percent scrap,Offensive
2279,niggas goofy act like bitch,Offensive
2280,feature car yellow black feature car buck tag radiator suppo xx mil,Neither
2281,got missed call yo bitch,Offensive
2282,truly talented people come across retarded professionally awful untalented people point polit,Offensive
2283,percent trash dump sea missing good th,Neither
2284,problems bitch,Offensive
2285,problems bitch on,Offensive
2286,point need discuss delicious vegan brownie u st tast,Neither
2287,well sucks kobe still filthy hate u want dont respect ur retard,Offensive
2288,gt  good pussy comes price tag,Offensive
2289,bitch,Offensive
2290,tho bitch wants included fuckin baldly bruh,Offensive
2291,chick gorgeous fine pussy stink,Offensive
2292,person significant hoe ch,Offensive
2293,takesthelead bitch use whip,Offensive
2294,fd ad hick y,Neither
2295,professor happens getting pussy pussy twitter seems like clear cut choice hahahaha,Offensive
2296,professor charlie sheen could coach better crusty dusty yeah hired bryan price pitching coach,Neither
2297,professor bet starbucks qu,Hate
2298,beythelau bitch gross fuck touchin saggy titti,Offensive
2299,ddment could fuck bowl graham cracker cer,Offensive
2300,hallis n bitch caught body week ago everybody catching bullet hol,Offensive
2301,xabad dea hard qa time also pain mock unit test,Neither
2302,gramsbee bitch,Offensive
2303,hsw nothing like waiting till last game season peddle shit websit,Offensive
2304,x fugly loose ho,Offensive
2305,corinthians yes touched soles humanity stains impressions leaves reflect,Neither
2306,corinthians proverbs also laugh calamity mock fear cometh,Neither
2307,corinthians god still share amos bless,Neither
2308,corinthians genesis ground lord god formed every beast field every ski,Neither
2309,dnipples bitch fucking told sit seat yo dumbass come saying sitting bitch so,Offensive
2310,joshwarwick fag,Offensive
2311,mannyonly bitches bitch,Offensive
2312,onlysolo fuc pussy nasti,Offensive
2313,oyster maybe crow obama democrats mawbar might well republican,Neither
2314,sonofyahweh amp foolish proud selves roll eyes pretend dont see mock laff arrogant attitud,Neither
2315,sonofyahweh whips mommy belt arrested black womans real nigger yet got wanted death,Offensive
